"Disp (mm)" "Load (kN)" "d (raw)" "f (raw)"
4.0694 10.2196 5.0679 10.4820
4.0527 10.1349 5.0513 10.3973
4.0361 10.0527 5.0346 10.3151
4.0194 9.9724 5.0179 10.2348
4.0027 9.8927 5.0012 10.1551
3.9860 9.8131 4.9846 10.0755
3.9694 9.7354 4.9679 9.9978
3.9527 9.6577 4.9512 9.9200
3.9360 9.5809 4.9346 9.8433
3.9194 9.5045 4.9179 9.7669
3.9026 9.4267 4.9012 9.6891
3.8860 9.3495 4.8846 9.6118
3.8694 9.2756 4.8679 9.5380
3.8527 9.2004 4.8513 9.4627
3.8361 9.1270 4.8346 9.3894
3.8194 9.0543 4.8179 9.3167
3.8027 8.9784 4.8012 9.2407
3.7860 8.9045 4.7846 9.1668
3.7694 8.8324 4.7679 9.0948
3.7527 8.7599 4.7513 9.0223
3.7360 8.6887 4.7346 8.9510
3.7194 8.6162 4.7179 8.8786
3.7027 8.5458 4.7013 8.8081
3.6860 8.4766 4.6846 8.7389
3.6694 8.4058 4.6680 8.6681
3.6527 8.3377 4.6513 8.6001
3.6360 8.2689 4.6346 8.5312
3.6194 8.2000 4.6180 8.4623
3.6027 8.1315 4.6012 8.3939
3.5860 8.0629 4.5846 8.3253
3.5694 7.9946 4.5680 8.2569
3.5527 7.9267 4.5513 8.1891
3.5360 7.8590 4.5346 8.1214
3.5194 7.7927 4.5180 8.0550
3.5027 7.7268 4.5012 7.9892
3.4860 7.6605 4.4846 7.9228
3.4694 7.5961 4.4680 7.8585
3.4527 7.5318 4.4513 7.7942
3.4361 7.4671 4.4346 7.7295
3.4194 7.4016 4.4180 7.6640
3.4027 7.3349 4.4012 7.5973
3.3860 7.2685 4.3846 7.5308
3.3694 7.2054 4.3679 7.4677
3.3527 7.1417 4.3513 7.4041
3.3360 7.0785 4.3346 7.3408
3.3194 7.0154 4.3179 7.2777
3.3027 6.9496 4.3012 7.2120
3.2860 6.8878 4.2846 7.1501
3.2693 6.8228 4.2679 7.0851
3.2527 6.7615 4.2513 7.0238
3.2360 6.6984 4.2346 6.9607
3.2194 6.6368 4.2180 6.8992
3.2027 6.5744 4.2012 6.8367
3.1860 6.5128 4.1846 6.7752
3.1694 6.4519 4.1679 6.7142
3.1527 6.3927 4.1513 6.6550
3.1360 6.3331 4.1346 6.5954
3.1194 6.2723 4.1180 6.5346
3.1026 6.2116 4.1012 6.4739
3.0860 6.1495 4.0846 6.4119
3.0694 6.0894 4.0679 6.3517
3.0527 6.0315 4.0513 6.2939
3.0360 5.9707 4.0346 6.2330
3.0194 5.9123 4.0180 6.1747
3.0027 5.8530 4.0012 6.1154
2.9860 5.7941 3.9846 6.0564
2.9694 5.7360 3.9679 5.9984
2.9527 5.6770 3.9513 5.9393
2.9360 5.6184 3.9346 5.8807
2.9194 5.5610 3.9180 5.8234
2.9027 5.5027 3.9012 5.7650
2.8860 5.4460 3.8846 5.7084
2.8694 5.3893 3.8679 5.6517
2.8527 5.3323 3.8513 5.5947
2.8360 5.2752 3.8346 5.5376
2.8194 5.2190 3.8179 5.4813
2.8027 5.1616 3.8013 5.4239
2.7860 5.1051 3.7846 5.3675
2.7694 5.0486 3.7679 5.3110
2.7527 4.9913 3.7513 5.2537
2.7360 4.9364 3.7346 5.1988
2.7194 4.8799 3.7179 5.1422
2.7027 4.8236 3.7012 5.0860
2.6860 4.7690 3.6846 5.0313
2.6694 4.7133 3.6679 4.9757
2.6527 4.6599 3.6512 4.9223
2.6360 4.6049 3.6346 4.8672
2.6194 4.5494 3.6180 4.8117
2.6027 4.4939 3.6012 4.7562
2.5860 4.4389 3.5846 4.7013
2.5694 4.3852 3.5679 4.6475
2.5528 4.3327 3.5513 4.5951
2.5360 4.2787 3.5346 4.5411
2.5194 4.2244 3.5179 4.4868
2.5026 4.1710 3.5012 4.4333
2.4860 4.1172 3.4846 4.3796
2.4694 4.0638 3.4679 4.3261
2.4527 4.0099 3.4512 4.2722
2.4360 3.9556 3.4346 4.2180
2.4193 3.9035 3.4179 4.1659
2.4027 3.8516 3.4013 4.1139
2.3860 3.7986 3.3846 4.0610
2.3694 3.7476 3.3679 4.0099
2.3527 3.6959 3.3513 3.9583
2.3361 3.6450 3.3346 3.9073
2.3193 3.5941 3.3179 3.8565
2.3026 3.5417 3.3012 3.8041
2.2860 3.4906 3.2846 3.7530
2.2694 3.4387 3.2680 3.7011
2.2527 3.3881 3.2512 3.6504
2.2360 3.3380 3.2346 3.6004
2.2194 3.2869 3.2179 3.5493
2.2027 3.2369 3.2013 3.4992
2.1860 3.1869 3.1846 3.4492
2.1694 3.1364 3.1680 3.3988
2.1527 3.0873 3.1512 3.3497
2.1360 3.0378 3.1346 3.3002
2.1193 2.9879 3.1179 3.2502
2.1027 2.9393 3.1013 3.2016
2.0861 2.8906 3.0846 3.1530
2.0694 2.8415 3.0680 3.1039
2.0527 2.7939 3.0512 3.0563
2.0360 2.7464 3.0346 3.0087
2.0194 2.6981 3.0179 2.9605
2.0027 2.6501 3.0012 2.9124
1.9860 2.6010 2.9846 2.8634
1.9694 2.5540 2.9679 2.8163
1.9527 2.5068 2.9513 2.7691
1.9361 2.4602 2.9346 2.7226
1.9194 2.4132 2.9179 2.6756
1.9027 2.3650 2.9013 2.6273
1.8860 2.3172 2.8846 2.5795
1.8694 2.2717 2.8679 2.5341
1.8526 2.2248 2.8512 2.4872
1.8361 2.1793 2.8346 2.4416
1.8194 2.1332 2.8179 2.3955
1.8027 2.0863 2.8013 2.3487
1.7860 2.0406 2.7846 2.3029
1.7694 1.9946 2.7680 2.2569
1.7526 1.9484 2.7512 2.2108
1.7360 1.9043 2.7346 2.1666
1.7194 1.8586 2.7179 2.1209
1.7027 1.8142 2.7013 2.0765
1.6860 1.7712 2.6846 2.0336
1.6694 1.7266 2.6680 1.9890
1.6527 1.6835 2.6512 1.9459
1.6361 1.6403 2.6346 1.9026
1.6193 1.5961 2.6179 1.8585
1.6027 1.5525 2.6012 1.8149
1.5860 1.5094 2.5846 1.7718
1.5694 1.4682 2.5680 1.7306
1.5527 1.4261 2.5512 1.6884
1.5361 1.3848 2.5346 1.6472
1.5194 1.3436 2.5179 1.6059
1.5027 1.3045 2.5013 1.5669
1.4860 1.2647 2.4845 1.5270
1.4694 1.2251 2.4679 1.4874
1.4527 1.1853 2.4513 1.4477
1.4361 1.1458 2.4347 1.4081
1.4194 1.1089 2.4179 1.3712
1.4027 1.0705 2.4013 1.3329
1.3860 1.0337 2.3846 1.2960
1.3694 0.9986 2.3679 1.2609
1.3527 0.9648 2.3512 1.2272
1.3360 0.9321 2.3346 1.1944
1.3194 0.8997 2.3180 1.1621
1.3027 0.8668 2.3012 1.1292
1.2860 0.8355 2.2846 1.0979
1.2694 0.8047 2.2679 1.0671
1.2528 0.7741 2.2513 1.0365
1.2361 0.7445 2.2346 1.0069
1.2194 0.7139 2.2179 0.9763
1.2026 0.6832 2.2012 0.9456
1.1860 0.6535 2.1846 0.9158
1.1694 0.6233 2.1679 0.8857
1.1527 0.5944 2.1512 0.8567
1.1360 0.5661 2.1346 0.8284
1.1194 0.5368 2.1179 0.7992
1.1027 0.5080 2.1012 0.7704
1.0860 0.4787 2.0846 0.7411
1.0694 0.4521 2.0679 0.7145
1.0527 0.4257 2.0513 0.6881
1.0360 0.4007 2.0346 0.6630
1.0194 0.3754 2.0179 0.6377
1.0027 0.3500 2.0012 0.6124
0.9860 0.3272 1.9846 0.5895
0.9694 0.3023 1.9679 0.5646
0.9527 0.2796 1.9513 0.5420
0.9360 0.2565 1.9346 0.5189
0.9194 0.2340 1.9180 0.4964
0.9027 0.2109 1.9012 0.4732
0.8860 0.1889 1.8846 0.4512
0.8694 0.1698 1.8679 0.4322
0.8527 0.1512 1.8513 0.4136
0.8405 0.1376 1.8390 0.4000
0.8404 0.1376 1.8390 0.3999
0.8564 0.1494 1.8550 0.4118
0.8737 0.1812 1.8722 0.4436
0.8905 0.2220 1.8890 0.4844
0.9072 0.2656 1.9057 0.5280
0.9239 0.3080 1.9224 0.5703
0.9405 0.3516 1.9391 0.6139
0.9572 0.3947 1.9558 0.6571
0.9738 0.4375 1.9724 0.6999
0.9905 0.4826 1.9890 0.7449
1.0072 0.5288 2.0057 0.7912
1.0238 0.5769 2.0224 0.8392
1.0405 0.6236 2.0391 0.8859
1.0572 0.6726 2.0558 0.9350
1.0738 0.7197 2.0724 0.9821
1.0905 0.7695 2.0891 1.0319
1.1072 0.8177 2.1057 1.0801
1.1238 0.8658 2.1224 1.1282
1.1405 0.9148 2.1390 1.1771
1.1572 0.9650 2.1557 1.2273
1.1738 1.0161 2.1724 1.2784
1.1906 1.0692 2.1891 1.3316
1.2072 1.1254 2.2058 1.3877
1.2239 1.1832 2.2225 1.4456
1.2405 1.2412 2.2391 1.5036
1.2572 1.2993 2.2557 1.5616
1.2738 1.3587 2.2724 1.6210
1.2905 1.4197 2.2891 1.6821
1.3072 1.4814 2.3057 1.7438
1.3239 1.5448 2.3224 1.8072
1.3406 1.6075 2.3391 1.8698
1.3572 1.6726 2.3558 1.9349
1.3739 1.7357 2.3724 1.9980
1.3906 1.8004 2.3891 2.0628
1.4072 1.8662 2.4058 2.1286
1.4238 1.9308 2.4224 2.1931
1.4405 1.9950 2.4390 2.2574
1.4572 2.0598 2.4558 2.3222
1.4739 2.1254 2.4724 2.3878
1.4906 2.1904 2.4891 2.4528
1.5072 2.2552 2.5058 2.5176
1.5239 2.3210 2.5224 2.5834
1.5405 2.3860 2.5391 2.6483
1.5572 2.4517 2.5557 2.7141
1.5738 2.5168 2.5724 2.7792
1.5905 2.5846 2.5891 2.8469
1.6072 2.6504 2.6058 2.9128
1.6238 2.7160 2.6224 2.9783
1.6406 2.7827 2.6391 3.0451
1.6572 2.8493 2.6558 3.1116
1.6738 2.9157 2.6724 3.1781
1.6905 2.9819 2.6891 3.2443
1.7072 3.0481 2.7057 3.3104
1.7239 3.1153 2.7224 3.3776
1.7406 3.1823 2.7391 3.4447
1.7572 3.2497 2.7558 3.5120
1.7739 3.3165 2.7724 3.5789
1.7906 3.3826 2.7891 3.6449
1.8072 3.4493 2.8057 3.7117
1.8238 3.5173 2.8224 3.7797
1.8405 3.5836 2.8391 3.8460
1.8572 3.6511 2.8558 3.9135
1.8739 3.7181 2.8724 3.9804
1.8905 3.7853 2.8891 4.0477
1.9072 3.8546 2.9058 4.1169
1.9239 3.9222 2.9224 4.1846
1.9405 3.9901 2.9391 4.2525
1.9572 4.0578 2.9557 4.3202
1.9738 4.1243 2.9724 4.3866
1.9905 4.1918 2.9891 4.4542
2.0072 4.2604 3.0058 4.5228
2.0238 4.3272 3.0224 4.5896
2.0406 4.3958 3.0391 4.6582
2.0572 4.4637 3.0558 4.7260
2.0738 4.5310 3.0724 4.7934
2.0905 4.6003 3.0891 4.8627
2.1072 4.6680 3.1057 4.9304
2.1238 4.7363 3.1224 4.9986
2.1406 4.8048 3.1391 5.0672
2.1572 4.8727 3.1558 5.1350
2.1739 4.9404 3.1724 5.2028
2.1906 5.0103 3.1891 5.2727
2.2072 5.0800 3.2058 5.3423
2.2238 5.1494 3.2224 5.4118
2.2406 5.2188 3.2391 5.4811
2.2572 5.2881 3.2557 5.5505
2.2739 5.3578 3.2724 5.6202
2.2905 5.4258 3.2891 5.6882
2.3072 5.4957 3.3058 5.7580
2.3239 5.5645 3.3225 5.8268
2.3406 5.6325 3.3391 5.8949
2.3572 5.7016 3.3557 5.9640
2.3738 5.7709 3.3724 6.0332
2.3905 5.8412 3.3890 6.1035
2.4072 5.9118 3.4058 6.1741
2.4239 5.9808 3.4224 6.2432
2.4406 6.0500 3.4391 6.3124
2.4572 6.1201 3.4558 6.3824
2.4738 6.1888 3.4724 6.4511
2.4905 6.2590 3.4890 6.5213
2.5072 6.3288 3.5058 6.5912
2.5239 6.3976 3.5225 6.6599
2.5406 6.4690 3.5391 6.7314
2.5572 6.5385 3.5558 6.8008
2.5738 6.6081 3.5724 6.8704
2.5905 6.6779 3.5890 6.9403
2.6072 6.7483 3.6058 7.0107
2.6238 6.8175 3.6224 7.0799
2.6406 6.8886 3.6391 7.1509
2.6572 6.9559 3.6557 7.2183
2.6739 7.0261 3.6725 7.2885
2.6906 7.0951 3.6891 7.3574
2.7072 7.1654 3.7058 7.4277
2.7239 7.2346 3.7224 7.4969
2.7406 7.3050 3.7391 7.5673
2.7571 7.3743 3.7557 7.6367
2.7738 7.4445 3.7724 7.7069
2.7905 7.5141 3.7890 7.7764
2.8072 7.5846 3.8058 7.8470
2.8239 7.6555 3.8224 7.9179
2.8406 7.7246 3.8391 7.9869
2.8572 7.7952 3.8557 8.0576
2.8739 7.8661 3.8724 8.1285
2.8905 7.9380 3.8891 8.2003
2.9072 8.0099 3.9057 8.2723
2.9238 8.0809 3.9224 8.3432
2.9405 8.1537 3.9391 8.4161
2.9572 8.2256 3.9558 8.4880
2.9739 8.2963 3.9724 8.5587
2.9905 8.3672 3.9891 8.6296
3.0072 8.4400 4.0058 8.7024
3.0238 8.5098 4.0224 8.7722
3.0405 8.5834 4.0391 8.8458
3.0572 8.6566 4.0558 8.9190
3.0739 8.7285 4.0724 8.9909
3.0906 8.8026 4.0891 9.0650
3.1072 8.8740 4.1058 9.1364
3.1239 8.9460 4.1224 9.2083
3.1406 9.0196 4.1391 9.2820
3.1572 9.0892 4.1558 9.3515
3.1738 9.1612 4.1724 9.4235
3.1905 9.2327 4.1891 9.4951
3.2072 9.3057 4.2058 9.5681
3.2239 9.3802 4.2224 9.6426
3.2406 9.4526 4.2391 9.7150
3.2572 9.5249 4.2557 9.7872
3.2738 9.5986 4.2724 9.8610
3.2906 9.6712 4.2891 9.9335
3.3072 9.7432 4.3057 10.0055
3.3238 9.8166 4.3224 10.0790
3.3406 9.8883 4.3391 10.1507
3.3572 9.9616 4.3558 10.2240
3.3739 10.0345 4.3724 10.2968
3.3906 10.1071 4.3891 10.3694
3.4072 10.1826 4.4058 10.4450
3.4239 10.2558 4.4224 10.5182
3.4405 10.3297 4.4390 10.5921
3.4572 10.4029 4.4557 10.6653
3.4738 10.4747 4.4724 10.7371
3.4905 10.5484 4.4891 10.8108
3.5072 10.6207 4.5057 10.8831
3.5239 10.6956 4.5224 10.9579
3.5405 10.7712 4.5391 11.0336
3.5572 10.8468 4.5558 11.1092
3.5738 10.9236 4.5724 11.1860
3.5905 10.9993 4.5890 11.2617
3.6072 11.0748 4.6058 11.3371
3.6239 11.1498 4.6224 11.4121
3.6406 11.2243 4.6391 11.4867
3.6572 11.2979 4.6558 11.5603
3.6738 11.3726 4.6724 11.6350
3.6905 11.4461 4.6890 11.7084
3.7072 11.5213 4.7057 11.7837
3.7238 11.5970 4.7224 11.8594
3.7405 11.6720 4.7391 11.9344
3.7572 11.7489 4.7558 12.0113
3.7738 11.8245 4.7724 12.0869
3.7906 11.8988 4.7891 12.1612
3.8072 11.9747 4.8057 12.2370
3.8239 12.0520 4.8225 12.3144
3.8405 12.1261 4.8390 12.3885
3.8572 12.2052 4.8558 12.4675
3.8738 12.2842 4.8724 12.5465
3.8905 12.3645 4.8891 12.6269
3.9072 12.4466 4.9058 12.7090
3.9239 12.5298 4.9225 12.7921
3.9405 12.6161 4.9391 12.8785
3.9572 12.7025 4.9558 12.9649
3.9738 12.7885 4.9724 13.0509
3.9905 12.8770 4.9891 13.1394
4.0072 12.9665 5.0058 13.2289
4.0239 13.0559 5.0224 13.3183
4.0405 13.1456 5.0391 13.4080
4.0572 13.2333 5.0558 13.4957
4.0738 13.3218 5.0724 13.5842
4.0905 13.4134 5.0891 13.6758
4.1072 13.5026 5.1058 13.7649
4.1238 13.5938 5.1224 13.8562
4.1405 13.6852 5.1391 13.9476
4.1572 13.7769 5.1558 14.0392
4.1739 13.8697 5.1724 14.1321
4.1906 13.9630 5.1891 14.2254
4.2072 14.0579 5.2057 14.3203
4.2239 14.1560 5.2224 14.4184
4.2406 14.2535 5.2391 14.5159
4.2572 14.3522 5.2557 14.6146
4.2738 14.4498 5.2724 14.7121
4.2906 14.5510 5.2891 14.8134
4.3072 14.6509 5.3058 14.9133
4.3239 14.7527 5.3225 15.0150
4.3405 14.8548 5.3390 15.1172
4.3572 14.9611 5.3557 15.2234
4.3738 15.0670 5.3724 15.3294
4.3905 15.1742 5.3891 15.4366
4.4072 15.2850 5.4057 15.5474
4.4239 15.3951 5.4224 15.6575
4.4406 15.5053 5.4391 15.7676
4.4572 15.6161 5.4558 15.8785
4.4738 15.7232 5.4724 15.9856
4.4905 15.8366 5.4891 16.0989
4.5072 15.9468 5.5058 16.2091
4.5238 16.0579 5.5224 16.3203
4.5405 16.1725 5.5390 16.4348
4.5572 16.2869 5.5558 16.5493
4.5738 16.4015 5.5724 16.6639
4.5906 16.5166 5.5891 16.7789
4.6072 16.6296 5.6057 16.8920
4.6238 16.7442 5.6224 17.0065
4.6405 16.8580 5.6391 17.1203
4.6572 16.9730 5.6558 17.2354
4.6738 17.0893 5.6724 17.3516
4.6906 17.2098 5.6891 17.4721
4.7072 17.3294 5.7058 17.5918
4.7239 17.4514 5.7225 17.7138
4.7405 17.5703 5.7391 17.8326
4.7572 17.6908 5.7557 17.9532
4.7738 17.8134 5.7724 18.0758
4.7905 17.9366 5.7891 18.1989
4.8071 18.0653 5.8057 18.3277
4.8239 18.1960 5.8224 18.4584
4.8405 18.3232 5.8391 18.5856
4.8572 18.4556 5.8558 18.7179
4.8738 18.5897 5.8724 18.8520
4.8905 18.7279 5.8891 18.9903
4.9072 18.8671 5.9057 19.1295
4.9238 19.0120 5.9224 19.2744
4.9405 19.1609 5.9391 19.4233
4.9572 19.3121 5.9558 19.5745
4.9739 19.4615 5.9724 19.7239
4.9905 19.6120 5.9891 19.8744
5.0072 19.7637 6.0058 20.0261
5.0238 19.9144 6.0224 20.1768
5.0405 20.0689 6.0391 20.3313
5.0572 20.2239 6.0558 20.4862
5.0738 20.3789 6.0724 20.6413
5.0906 20.5412 6.0891 20.8036
5.1072 20.6985 6.1058 20.9608
5.1239 20.8600 6.1224 21.1224
5.1406 21.0199 6.1391 21.2823
5.1572 21.1783 6.1558 21.4407
5.1738 21.3395 6.1724 21.6019
5.1905 21.5015 6.1891 21.7638
5.2072 21.6640 6.2057 21.9264
5.2239 21.8313 6.2224 22.0937
5.2406 21.9962 6.2391 22.2586
5.2572 22.1635 6.2557 22.4259
5.2739 22.3346 6.2724 22.5969
5.2906 22.5021 6.2891 22.7644
5.3072 22.6717 6.3057 22.9340
5.3238 22.8440 6.3224 23.1063
5.3405 23.0155 6.3391 23.2779
5.3572 23.1896 6.3557 23.4520
5.3739 23.3627 6.3724 23.6251
5.3905 23.5381 6.3891 23.8004
5.4072 23.7162 6.4058 23.9786
5.4238 23.8879 6.4224 24.1503
5.4405 24.0645 6.4390 24.3269
5.4572 24.2425 6.4557 24.5048
5.4738 24.4217 6.4724 24.6841
5.4905 24.6044 6.4891 24.8667
5.5028 24.7378 6.5014 25.0002
5.5028 24.7382 6.5014 25.0005
5.4869 24.5846 6.4854 24.8470
5.4738 24.3342 6.4724 24.5966
5.4619 24.0839 6.4604 24.3463
5.4496 23.8338 6.4481 24.0961
5.4368 23.5837 6.4354 23.8461
5.4236 23.3335 6.4222 23.5959
5.4100 23.0835 6.4086 23.3458
5.3963 22.8332 6.3949 23.0956
5.3823 22.5830 6.3808 22.8454
5.3679 22.3326 6.3664 22.5950
5.3533 22.0823 6.3519 22.3447
5.3385 21.8321 6.3371 22.0944
5.3233 21.5818 6.3219 21.8442
5.3080 21.3317 6.3066 21.5941
5.2924 21.0815 6.2910 21.3438
5.2765 20.8313 6.2750 21.0937
5.2606 20.5811 6.2591 20.8435
5.2444 20.3308 6.2429 20.5931
5.2278 20.0805 6.2263 20.3429
5.2110 19.8320 6.2096 20.0944
5.1944 19.5933 6.1930 19.8557
5.1778 19.3581 6.1763 19.6205
5.1611 19.1265 6.1597 19.3889
5.1444 18.8975 6.1430 19.1598
5.1278 18.6698 6.1263 18.9322
5.1110 18.4416 6.1096 18.7040
5.0944 18.2187 6.0930 18.4811
5.0777 17.9942 6.0763 18.2566
5.0611 17.7792 6.0596 18.0415
5.0444 17.5686 6.0430 17.8309
5.0278 17.3609 6.0263 17.6232
5.0110 17.1588 6.0096 17.4212
4.9944 16.9605 5.9930 17.2229
4.9777 16.7645 5.9763 17.0268
4.9611 16.5774 5.9596 16.8397
4.9444 16.3898 5.9430 16.6521
4.9278 16.2073 5.9263 16.4697
4.9110 16.0287 5.9096 16.2911
4.8944 15.8547 5.8930 16.1171
4.8777 15.6873 5.8763 15.9496
4.8611 15.5249 5.8596 15.7873
4.8444 15.3645 5.8430 15.6268
4.8277 15.2114 5.8263 15.4737
4.8110 15.0618 5.8096 15.3241
4.7944 14.9131 5.7930 15.1754
4.7777 14.7676 5.7763 15.0300
4.7611 14.6222 5.7597 14.8846
4.7444 14.4802 5.7430 14.7425
4.7278 14.3394 5.7263 14.6017
4.7111 14.1990 5.7096 14.4613
4.6944 14.0627 5.6930 14.3251
4.6777 13.9249 5.6763 14.1873
4.6610 13.7893 5.6596 14.0517
4.6444 13.6581 5.6429 13.9204
4.6278 13.5260 5.6263 13.7883
4.6111 13.3967 5.6096 13.6591
4.5944 13.2695 5.5930 13.5319
4.5777 13.1409 5.5763 13.4032
4.5610 13.0140 5.5596 13.2763
4.5444 12.8917 5.5430 13.1540
4.5278 12.7708 5.5263 13.0331
4.5111 12.6512 5.5096 12.9136
4.4944 12.5330 5.4930 12.7954
4.4778 12.4149 5.4763 12.6773
4.4611 12.3003 5.4596 12.5627
4.4444 12.1833 5.4430 12.4456
4.4277 12.0710 5.4263 12.3333
4.4110 11.9610 5.4096 12.2234
4.3944 11.8512 5.3930 12.1135
4.3777 11.7460 5.3763 12.0084
4.3611 11.6432 5.3596 11.9056
4.3444 11.5408 5.3430 11.8032
4.3278 11.4407 5.3263 11.7031
4.3111 11.3405 5.3096 11.6029
4.2944 11.2416 5.2930 11.5039
4.2778 11.1459 5.2763 11.4083
4.2611 11.0471 5.2596 11.3094
4.2444 10.9511 5.2430 11.2134
4.2278 10.8571 5.2263 11.1194
4.2111 10.7627 5.2096 11.0251
4.1944 10.6714 5.1929 10.9338
4.1777 10.5797 5.1763 10.8421
4.1610 10.4878 5.1596 10.7501
4.1444 10.3996 5.1430 10.6620
4.1277 10.3075 5.1262 10.5698
4.1111 10.2182 5.1096 10.4806
4.0944 10.1300 5.0930 10.3924
4.0777 10.0418 5.0763 10.3041
4.0610 9.9572 5.0596 10.2196
4.0444 9.8764 5.0430 10.1388
4.0278 9.7956 5.0263 10.0580
4.0111 9.7174 5.0096 9.9798
3.9944 9.6386 4.9929 9.9010
3.9777 9.5609 4.9763 9.8232
3.9610 9.4843 4.9596 9.7467
3.9444 9.4062 4.9430 9.6685
3.9277 9.3299 4.9263 9.5923
3.9111 9.2545 4.9096 9.5169
3.8944 9.1779 4.8929 9.4403
3.8777 9.1035 4.8763 9.3659
3.8611 9.0304 4.8596 9.2927
3.8444 8.9563 4.8430 9.2187
3.8278 8.8836 4.8263 9.1459
3.8110 8.8108 4.8096 9.0731
3.7944 8.7371 4.7929 8.9994
3.7778 8.6665 4.7763 8.9289
3.7610 8.5949 4.7596 8.8572
3.7444 8.5243 4.7430 8.7867
3.7277 8.4540 4.7263 8.7164
3.7111 8.3835 4.7096 8.6458
3.6944 8.3146 4.6930 8.5769
3.6778 8.2457 4.6763 8.5081
3.6611 8.1771 4.6596 8.4395
3.6444 8.1089 4.6430 8.3713
3.6277 8.0392 4.6263 8.3015
3.6111 7.9707 4.6096 8.2331
3.5944 7.9038 4.5930 8.1661
3.5778 7.8355 4.5763 8.0979
3.5611 7.7673 4.5596 8.0296
3.5444 7.7019 4.5430 7.9643
3.5278 7.6333 4.5263 7.8957
3.5111 7.5687 4.5096 7.8311
3.4944 7.5030 4.4930 7.7653
3.4778 7.4367 4.4763 7.6990
3.4611 7.3734 4.4596 7.6358
3.4444 7.3069 4.4430 7.5693
3.4277 7.2416 4.4263 7.5040
3.4111 7.1769 4.4097 7.4392
3.3944 7.1095 4.3930 7.3719
3.3778 7.0468 4.3763 7.3092
3.3610 6.9820 4.3596 7.2444
3.3444 6.9189 4.3430 7.1812
3.3277 6.8565 4.3263 7.1188
3.3111 6.7914 4.3096 7.0538
3.2944 6.7285 4.2930 6.9908
3.2778 6.6665 4.2763 6.9288
3.2610 6.6026 4.2596 6.8650
3.2444 6.5409 4.2430 6.8032
3.2277 6.4781 4.2263 6.7405
3.2110 6.4164 4.2096 6.6787
3.1944 6.3559 4.1930 6.6182
3.1777 6.2940 4.1763 6.5564
3.1611 6.2343 4.1596 6.4966
3.1444 6.1752 4.1430 6.4376
3.1277 6.1135 4.1263 6.3759
3.1110 6.0533 4.1096 6.3156
3.0944 5.9924 4.0930 6.2548
3.0777 5.9322 4.0763 6.1946
3.0610 5.8734 4.0596 6.1358
3.0444 5.8138 4.0430 6.0762
3.0277 5.7544 4.0263 6.0168
3.0111 5.6970 4.0096 5.9593
2.9944 5.6368 3.9930 5.8992
2.9777 5.5791 3.9763 5.8414
2.9610 5.5225 3.9596 5.7849
2.9444 5.4625 3.9430 5.7249
2.9278 5.4045 3.9263 5.6668
2.9110 5.3478 3.9096 5.6102
2.8944 5.2902 3.8930 5.5526
2.8777 5.2339 3.8763 5.4962
2.8611 5.1776 3.8597 5.4400
2.8444 5.1203 3.8430 5.3827
2.8277 5.0653 3.8263 5.3277
2.8111 5.0086 3.8096 5.2710
2.7944 4.9524 3.7930 5.2148
2.7777 4.8963 3.7763 5.1586
2.7611 4.8391 3.7596 5.1015
2.7444 4.7830 3.7430 5.0453
2.7278 4.7275 3.7263 4.9898
2.7110 4.6718 3.7096 4.9341
2.6944 4.6176 3.6930 4.8800
2.6777 4.5625 3.6763 4.8248
2.6610 4.5079 3.6596 4.7703
2.6443 4.4530 3.6429 4.7154
2.6277 4.3987 3.6263 4.6611
2.6110 4.3440 3.6096 4.6063
2.5944 4.2900 3.5930 4.5523
2.5777 4.2357 3.5762 4.4981
2.5611 4.1833 3.5597 4.4456
2.5444 4.1297 3.5430 4.3921
2.5278 4.0758 3.5263 4.3382
2.5110 4.0231 3.5096 4.2854
2.4944 3.9692 3.4930 4.2315
2.4777 3.9154 3.4763 4.1778
2.4611 3.8645 3.4596 4.1268
2.4444 3.8098 3.4429 4.0721
2.4278 3.7570 3.4263 4.0194
2.4110 3.7052 3.4096 3.9675
2.3944 3.6527 3.3930 3.9150
2.3777 3.6017 3.3763 3.8641
2.3611 3.5507 3.3596 3.8131
2.3444 3.4992 3.3430 3.7616
2.3278 3.4492 3.3263 3.7116
2.3110 3.3972 3.3096 3.6596
2.2944 3.3461 3.2930 3.6085
2.2777 3.2952 3.2763 3.5576
2.2611 3.2447 3.2596 3.5070
2.2444 3.1937 3.2429 3.4561
2.2278 3.1442 3.2263 3.4066
2.2110 3.0938 3.2096 3.3562
2.1944 3.0455 3.1930 3.3078
2.1777 2.9948 3.1763 3.2572
2.1611 2.9454 3.1596 3.2077
2.1444 2.8957 3.1429 3.1581
2.1277 2.8462 3.1263 3.1086
2.1110 2.7965 3.1096 3.0589
2.0944 2.7489 3.0930 3.0112
2.0777 2.7005 3.0763 2.9628
2.0611 2.6534 3.0596 2.9158
2.0444 2.6054 3.0429 2.8677
2.0278 2.5583 3.0263 2.8206
2.0110 2.5117 3.0096 2.7741
1.9944 2.4632 2.9930 2.7256
1.9777 2.4161 2.9762 2.6785
1.9611 2.3698 2.9596 2.6322
1.9444 2.3216 2.9430 2.5839
1.9278 2.2743 2.9263 2.5367
1.9111 2.2283 2.9096 2.4907
1.8944 2.1811 2.8930 2.4435
1.8777 2.1354 2.8763 2.3978
1.8610 2.0896 2.8596 2.3519
